,Class,"1,7-Dimethyluric acid",16alpha-hydroxydehydroepiandrosterone 3-sulfate,"3a,7a-Dihydroxycholanoic acid","3beta,7alpha-Dihydroxy-5-cholestenoate",3-Hydroxyvaleric acid,3-Indoxyl sulphate,3-oxopalmitic acid,4-Hydroxybutyric acid (GHB),5a-Dihydrotestosterone sulfate,5-Hydroxy-DL-tryptophan,5-hydroxyisouric acid,Ac-Ala-OH,Aminoadipic acid,Androsterone sulfate,Arachidonic acid,Aspartylglucosamine,Bilirubin,Caproylglycine,Cortisone,D-(+)-Glucose,D(+)-Phenyllactic acid,Deoxycholic Acid,Deoxyguanosine diphosphate (dGDP),dl-3-Indolelactic acid,DL-Lactic Acid,DL-Tryptophan,D-Tyrosine,Glycochenodeoxycholic acid,Glycocholic acid,Gly-His,Hypoxanthin,Isocitric acid,L-(-)-Threonine,L-(+)-Alanine,Linoleamide,L-Phenylalanine,Malondialdehyde,Myristoleic acid,N-2-Acetyl-L-ornithine,N-Phenylacetylglutamine,Oleic Acid,Palmitic Acid,Palmitoleic acid,palmitoleoyl ethanolamide,Pseudouridine,Taurochenodeoxycholic Acid,Taurohyocholic acid,Testosterone sulfate,tyr-thr,Uric Acid,Urocanic acid,β-Estradiol
P51 (F422),CHD,583208.373127735,2323619.46362733,255768.794444729,837574.059448296,2745457.90123863,8762494.78438815,1332728.23999409,51522580.5325345,6673848.91277864,212812.616032602,518156.612265919,684668.963225353,262401.293638108,1755291.5439141,19656747.0360095,246315.032621165,51043.8616488825,481564.074807299,170447.522962131,38297634.4736638,503562.468971258,870412.945009305,42971.6442609258,1206056.3863259,163842284.101336,38367889.8218046,17390679.1752928,3009834.50012401,1361935.23570134,836807.671854521,974417.818058221,116057596.278717,8773283.05271078,3007843.3694758,1809455.85596059,10376088.5906116,6291064.16237767,7043404.45114139,578437.801112043,7963595.5708452,140800729.67327,108294021.878397,68209062.2075394,301374.751625182,1436393.25574071,1148850.1988482,144873.995078693,15784352.348103,114911.792580284,29176349.336242,433927.013858248,235956.392688202
P52 (F423),CHD,47029.9920455579,1751406.29470668,1366181.48922497,376412.7847687,1587528.32470066,5776090.24889096,1216234.82735337,11155852.3201231,908505.765394337,219787.923309702,565084.185490507,775457.634344073,327976.508960221,233592.183886153,14667454.663501,269856.889721336,52473.8966538486,351360.64585896,235092.970155544,39899403.7411134,171307.005840306,1112540.43574201,566399.314608373,625519.896924666,168359529.280915,34646570.2177402,21121428.3834458,2569847.01350673,675102.276513721,336998.209653875,835394.66508351,75351050.3473185,5030135.07352667,4210761.87622363,2243327.71965125,11595200.0787754,7029003.92306915,7001299.27425234,198157.18578345,861856.129987865,101556431.606199,104197771.364575,43867850.4418356,1189045.94441595,1578650.76216593,404725.650673375,6910.68515896467,3643788.92847413,240893.68762112,32345126.569347,581980.703941324,85836.8242706726
P53 (F424),CHD,306394.481043065,2488651.95882531,3200934.12520818,408093.444778382,1005889.48277539,3176281.84697804,1500690.63321703,19123268.3978489,1615714.5082089,252663.553883661,453674.604585522,811664.176665262,316119.698672017,475230.941380025,24790128.724518,274201.821142082,124470.775925897,343881.835053471,304338.175062118,36623678.9542382,751389.636427444,807303.642082716,238124.233091615,1374545.10884426,160050593.651574,37821047.0950256,19237633.8725099,4858050.49813892,1735709.54928364,523018.257053312,816604.098358101,35420933.8924482,5542965.54767099,3343864.28511235,1579993.71712174,12804348.939117,5567473.06914799,44715114.7455139,312263.21654316,4396591.11150643,145404366.123907,132632229.879239,167606952.612105,529739.230840897,1361368.35055419,2694913.40098061,264739.986448645,12241623.0159198,123483.059410958,25402484.6372956,801329.460675866,147730.616253847
P54 (F425),CHD,290370.378398993,11565806.5800127,2232604.0098341,684910.034165259,1509297.68261388,25843128.9384556,826237.18065118,19442370.5908234,595991.206588979,233340.773372417,1141149.02478834,1158710.35611078,518387.414379173,223945.516885915,27973676.9212579,320099.754464975,481274.975432769,172331.26888566,578957.836575209,36901877.5977807,824599.855921685,599026.811700537,288378.67971316,2110566.93374092,156281118.204253,46677568.9623272,21751527.0910146,3606291.2599111,1616833.80392622,286347.92496745,870415.272691054,46885520.204636,11795708.726855,3691624.62613085,2347249.39669204,16249837.2363295,5910961.80983158,30378928.0335279,349194.103199182,7257522.96016586,133644525.316472,112487350.315216,209339812.597336,1044113.32980064,2184538.74086127,4681165.47392055,562236.785437301,15092497.4768358,248933.240401706,55222896.1457251,380020.402600524,91393.4184081412
P55 (F426),CHD,84568.4613585046,1565114.76480663,1070761.87466755,448992.80005909,876737.330576973,6107104.5268325,1091345.01452041,11884327.0168881,1766977.92227278,277337.113150986,430246.582222081,674760.745639608,238640.455985941,405828.02676604,23197377.3604541,282836.104997014,215199.227612074,144907.590199915,283397.896745373,32968817.7174452,200733.969930334,1410769.846754,391033.608188584,952540.627526687,151762224.107975,46621454.9353167,16528329.5947625,1239155.95966935,1705109.90560753,294967.221021526,786063.126137245,62923489.69066,9106842.16430082,4134093.17684983,2115842.30115518,10591243.8377926,5384068.69961829,30693957.3650044,144289.568351861,1036422.70681369,142894248.442265,135887424.244894,152994402.604067,1392881.80827795,1371030.56034862,310812.850192892,109015.874458486,8139895.7446807,345959.783717611,24402231.2919139,851622.173020736,94958.2760923155
P56 (F427),CHD,134569.344109789,1465047.76472471,1256385.18049573,518352.166774145,1015379.5044619,6740891.80397705,835655.047794881,10202890.2134144,1100464.86440973,305866.756787083,479574.093127864,818771.375400585,339869.474363575,384315.638829563,21819150.2539065,289358.658773201,298053.053169294,348295.646824911,292091.916575216,35971673.4180484,440175.381174425,90776.5083656392,380379.576846015,1239392.63641036,159013191.732674,37645453.9320275,18179592.3451134,1956465.37274109,887157.895837268,171935.795207201,753332.847097391,85750227.5593112,6302414.31393548,3717718.96417478,1594478.61610297,11959336.838964,6393604.65856848,19049466.6456328,263279.686968087,3674779.11883163,131662293.829944,117342384.266184,99433615.9481111,706049.679348169,1428921.80759877,824359.074760176,41870.9131776122,4855412.80241727,99960.8175823843,28611238.763368,1539828.84708301,161688.126443923
P57 (F428),CHD,329483.889215394,2185702.69952892,1110873.85798763,628228.778105247,1696480.71007346,6012502.15990915,1152829.07884399,20283150.7477162,5076564.70108308,282327.634863553,697383.545150773,580840.597637925,312531.92552435,1069288.69726969,22471231.4447257,320301.582320183,329766.479294996,328859.286641102,498311.588828822,40715467.5236273,393420.831993787,200768.968188489,415217.831798579,1791646.32974478,143588766.786615,42542247.066798,29592688.1599893,1111886.25979754,1465128.92692649,709783.078220872,575218.404343133,116580676.960117,10462558.3759857,4075954.47269701,2289378.1212546,12824626.6293106,6272366.56663911,21610987.025399,54385.5693728683,1996267.08650065,120550169.753728,130033260.092118,149947108.968138,1429679.41597499,1873941.88024384,775419.493367943,40302.0244093551,3707791.077094,124381.374086744,37385963.3683386,948735.262827193,220345.174821013
P58 (F429),CHD,1011020.25127844,2768104.88603592,1277417.98051069,426206.477838728,884532.107636145,5419661.81737133,1113909.58921855,14608640.6292203,365973.491831513,278806.487139236,658859.444818211,852480.133609483,329253.494882745,130922.410506597,32618761.8000456,269365.390134644,231304.598230248,317731.913836152,349862.581147336,42078979.4130912,378487.702579411,1991128.33551994,445048.558394076,1402327.51066458,186444053.488497,36654525.6220426,17716922.0456452,923059.708751376,610554.099151015,2401366.62332583,1153967.78979715,60693567.6021998,7117402.87084161,3007267.73770197,1987188.90647323,12195666.7964174,6285336.27126351,27250964.8198624,283921.738338775,785364.921157716,143758555.18603,130947978.81533,191155343.984732,1857339.12861197,1959629.97495165,147476.989268829,50763.3849915656,7346805.67181738,212502.243886702,34234337.161574,537176.357380525,104511.306418612
P59 (F430),CHD,544644.963495461,2419504.14689118,825761.344531007,504141.134206477,1822949.86941461,5815330.78980564,1007258.06885708,12283771.9818784,977934.254623158,202471.910019346,565865.885367986,860729.952958724,351321.162157678,333228.919823359,27561274.5291999,353795.347308694,219188.110578796,166226.905545868,364535.939780385,41759727.6444157,215591.033136501,2695796.55422026,129039.430515265,1185635.73104588,150278382.861394,48464500.2564936,19061773.9751916,1127308.91226741,607867.658739149,368291.972555412,1156979.45494728,78217082.8350583,11216328.9876771,3640513.50609677,2330870.61921746,13564085.4586302,6313809.1618774,19435611.7706784,98905.3257142371,1280951.27485635,122329985.875423,121184894.384629,132260624.59685,608913.740579354,1600982.50267307,288823.806645778,61864.2986800633,6897627.65984679,146328.169641232,30234459.8905666,416499.832624462,124956.179592029
P60 (F431),CHD,556425.007624729,1788056.16645567,1279218.71469642,469975.770520901,371147.826462384,5256977.40869882,1584588.08090902,7204186.34954343,3063120.04549976,290286.369530297,497066.177090839,616145.112521042,215552.801669649,890786.594767434,13746332.7522417,419847.959770532,176023.305415921,959629.638458613,413600.48726977,37978081.3549214,333670.103241,205089.357793162,146760.737267942,1582337.78579305,153775666.706365,43208333.1145813,26519505.0247263,958617.912214741,781865.483457312,441161.370533512,696565.49760864,46315405.7508528,8205472.55904192,3846439.3669489,2663466.51427313,12111837.8789937,6224699.51942124,4124941.52604531,207574.737257983,2677010.02856572,84340846.3979963,88879476.4097675,14622538.5218943,442726.268599148,1180954.01361315,232397.045281852,48334.8631075507,17317901.0833032,182510.053027049,27384504.1419367,712102.409974086,177981.816124137
P61 (F432),CHD,65274.3089837605,2634887.75756759,611511.516193772,575187.338046026,838745.444789238,2696238.44945354,1608556.08540329,30026402.8718449,2775163.81938613,284384.867141381,409800.688404491,594604.75739818,204328.446032816,600032.947785502,20921888.1789313,231605.760280968,280350.898174571,1032792.71256715,295835.033959174,33299648.1274501,229436.833535067,759814.129979184,613813.290966232,521134.168447279,165978810.345982,32844805.4261308,14929971.8667533,2125895.17449622,1792462.74376701,673659.071007152,865037.567411133,81341019.7194416,7263601.46294638,2916638.12566048,1471526.43384652,9463221.0078811,5597902.31835369,24700147.7661429,209356.623101215,887063.810441397,157211413.681015,150991239.889605,237933238.261989,169306.439229436,1100639.02998044,627260.109597517,186440.278940982,19840242.0696204,122191.707099028,25962613.0360352,564913.566583201,180965.653431273
P62 (F433),CHD,41421.799830848,1613347.14583022,894773.9831139,609107.556785399,809562.285118529,4165730.56226029,1414975.88261098,10013344.6824621,1831390.22883117,225319.401463057,404616.353350103,644993.19265945,378633.351540778,473164.468432498,22470392.4920689,215947.692218894,247130.945427292,914700.160247661,518168.756336702,34362109.1970354,218377.590860608,1380276.89462652,91508.053929083,732784.644440713,148516602.092016,30567000.1379812,13192200.9204753,1529911.54140566,1009008.61086665,419808.577836004,681542.893119305,111033931.507603,5376436.66886872,3759290.92430839,1581100.11919085,6813306.0734195,5691640.76890306,34436926.8626828,324575.435509937,1115304.58618976,141803487.831174,121502140.186976,207177076.825033,445127.461205586,1278482.86106949,456482.735791357,136748.511533855,7128683.93405078,41957.9685192542,22413680.2938927,1073604.80281651,289588.217520258
P63 (F434),CHD,151255.854302761,1231300.08700023,2202100.50890758,291693.50708359,688919.555328401,3921916.11224926,1579150.29643913,5209653.22300276,4354642.09445664,274441.383126933,276321.483459653,801820.785921561,309919.615444525,921786.68755777,19827000.3529865,347002.595477858,191405.266046449,1083402.65450339,319455.659837866,41618866.3904658,418360.389258182,3280093.6945339,243804.964141147,1006571.36102475,150192621.301127,41648406.1890083,25641241.4108679,3817459.35886539,2659740.11816949,561026.825105216,1241334.48460402,106041093.631564,8143938.6505624,5669332.79857573,2404637.61881045,14442316.314775,7131188.01018731,1950399.52240676,425031.69975974,2263115.23906468,94351629.6387033,95520205.9873265,21540667.7246959,1687698.18390376,1434019.13157016,506725.980602366,98130.2409686553,9178718.87852917,63909.6035673151,17199416.2615413,585620.82715761,128031.398863209
P64 (F435),CHD,102720.179870086,4801824.86742126,789417.147128764,519653.600332099,838578.912459863,238780.397990025,1183783.96550939,10795567.5276172,399254.474557226,218871.854714706,435944.347159282,677448.427956929,240567.708318755,112432.894560101,14855465.4017575,386035.289284706,68631.5048973288,1416834.05131629,256814.394374183,53890627.1321165,197322.26664302,667915.317916895,212143.759279003,921778.340972213,171526831.074555,46146576.2942595,30117512.0207947,11617621.5718409,9092221.04884099,582682.659988701,864253.808488,56715464.9234352,6248424.50590682,3228444.26635774,2204161.08400012,15210191.737693,8475348.8028402,4302212.73556691,113275.09533218,252195.537665909,114892987.979374,101704796.974843,33989384.022178,1446736.02587345,1270707.00853722,3441522.19556451,742942.253169185,2313940.11355025,127588.535837549,24670406.7622196,566275.431280363,80721.0463409765
P65 (F436),CHD,156414.350264489,1946931.69683014,5454478.41863404,828515.245153831,2764900.3781781,10160098.0271674,1598186.21666741,45929827.9089672,6323380.68433962,266895.721443762,1179444.7857875,2108668.18777201,1104459.97455742,597756.550200093,60192720.6426026,443487.6884443,446015.45225178,852576.782457812,873319.304717823,38506598.2452086,3242175.8689999,368078.671141942,64844.8396774243,1326309.98455903,171716431.82126,43380839.1720278,75467818.9551429,16943766.1998406,4046659.44955589,1692974.48300982,218260.603685594,240201968.575197,27991869.119815,8821598.00855666,1960609.60064579,25821461.2161262,5364861.92947286,58007674.254785,95741.5545191092,9989430.11257348,178480782.305646,143942337.334959,418888711.700509,962249.866204536,5216831.78348716,30938201.2206264,902830.919083918,4713609.25874714,199461.65424278,55789338.7326521,499516.229268443,347342.707850114
P66 (F437),CHD,106939.682832233,4927116.47153211,1529136.62244223,1311582.37828529,531260.047123314,5552419.30093976,1538297.13666947,8078959.88932379,2046216.70201277,333770.621690875,549066.071855054,778475.669216584,247085.444936286,645162.32813475,12005993.4699091,298341.715772437,177096.143111761,1143108.45633298,369124.657140777,33698898.8670433,496207.912777798,345031.451109532,416529.819719281,1969650.50082821,145133129.030279,42038107.5186095,16662346.4499239,1544459.53312479,545782.626347188,827607.420703099,911989.538501787,75124312.1057789,8396857.85565555,3526221.76481765,2200375.63633675,14856113.1025438,5843260.18306773,4687889.73731618,82640.4191521721,4075237.4668411,94804214.2977513,107179264.847959,31134158.5157639,1155677.24364253,1391893.98430477,1325926.03318786,247567.60768426,13801564.7711228,180195.956648827,29725735.1111262,305203.318469954,141235.636183646
P67 (F438),CHD,264419.543344016,1905478.78809571,1311691.74071752,523737.609848082,868026.275924452,6404667.49708356,1170600.56733763,11691712.1971314,432323.609965846,287235.693412643,407738.8374078,671130.354655505,196864.562592132,154259.60500352,9581408.5892215,338587.373344861,380898.570185992,1517896.61298819,373313.176569864,54223967.4080023,506025.20011239,2165805.54834115,282308.560388023,1035425.2337133,181880181.430594,30241121.9923334,14221238.2569763,2653004.0067115,1483439.7881395,318033.419104448,852832.46651263,113320392.255039,7839917.82714223,2883777.32191787,1888345.74805639,13145024.7346062,8125447.90070196,6029809.30955424,61434.4521864109,5473246.24476131,113102336.211998,104805682.836688,36531508.2312235,1470669.82281299,1197516.90615915,960234.758194345,469194.507785738,2758582.29302543,81993.9291507795,21327895.3680756,587471.588351355,216376.749918095
P68 (F439),CHD,265599.337871072,4254652.09208089,1959838.23395537,822527.111468222,1136654.62319694,15520621.7188352,1138941.84259473,18609187.5911194,2390523.58568085,568189.134900766,571921.20530738,998244.770227178,465795.469390468,917015.900752429,40206309.5735541,353246.526063747,365264.979224741,1067979.57573509,383167.215218909,51418380.0070827,580601.150492435,3347992.85934222,1229122.19472823,1988856.89056638,144623099.923728,56208119.7380204,26412414.3355656,1539974.49085823,403583.456578277,154855.19936043,1238116.22092479,120383613.402137,8148240.53710787,4262562.61719315,64391.4738908429,13988245.1057769,7396457.26071199,51211118.4854102,108428.228252061,3142300.55145566,154163647.066649,142516110.322955,257144408.662096,18487.9662073969,1735113.90405269,407582.046574044,89263.3007274051,22306429.2779954,184835.252020643,31140423.2962847,795859.781108303,40833.4158070756
P69 (F440),CHD,141870.24889127,1708481.75332969,1872383.40833696,619660.934972965,897556.678689157,8752128.62493162,1215440.52120116,12259084.6002145,5510449.13913858,442189.47920072,540771.275037852,990381.988639686,337119.391513732,1230541.92085192,9817145.56583028,393098.760091007,520856.575916619,1253470.48794648,644129.967180459,50868737.8276478,754845.865601399,1484231.20132119,801064.794135815,2050027.21619533,163149114.958339,44551583.509544,24700625.878774,6120411.15370425,2662039.57823511,645850.24322497,371029.722504725,168431377.425816,8743858.8984453,4170606.57999529,40845.2786969548,13076357.9907936,8335171.91229037,7921405.75346731,160181.001659134,2399473.95934239,116264654.840672,108442895.08955,43182733.5213213,57380.6050608738,1732517.10918937,5408828.21491041,437618.763731399,7197275.10715664,53772.5136503212,29163549.5892394,1489607.57545015,175153.60639353
P70 (F441),CHD,92158.0598628646,1127771.17105445,1404870.94599194,235556.151015515,691693.857741205,4764876.12440712,1578238.22171078,8553804.41266006,695929.082619617,239798.196952838,415803.642566953,545622.448028919,207873.830306546,143137.223886119,6815144.78104769,244860.552171409,405135.966522823,814605.09892408,245163.340086241,31035076.2968558,360745.64986894,1684582.52555358,113874.436495752,537187.440716985,177175607.509487,35181999.2334143,17718464.3585608,2716836.8073192,1131299.42137221,220021.27956047,589413.169160569,83298997.5347832,8692800.18792856,4389263.79035838,1891721.98626006,9543736.71812259,5396352.59501857,1943792.18720264,253363.893944891,2140149.25113267,71706991.9084068,98615169.6945123,16104180.5414916,832586.130280517,925552.934712446,352973.015314886,95804.8179917684,6508148.26041174,41736.8837314582,23675645.2493216,953201.182824433,93647.6478227895
P71 (F442),CHD,722222.17669107,1895496.16176008,632827.260241539,289818.154448252,917851.742680922,1709603.08639126,1358097.4567576,31947706.2991225,657896.899685867,217223.296297723,402609.810019309,631855.714599567,194489.398942255,210444.291930364,21162373.4759791,193016.806127561,586372.896430889,495149.982105839,295163.85419238,32998317.8638811,220342.171999269,240821.829602818,920972.736027756,447727.298091979,125625746.495509,34938972.7718782,16201547.4486732,2804924.82259657,722620.455235689,1098035.60796606,742186.852062579,71518331.5413942,7524906.8914682,1946242.5047617,1972517.67894767,9701254.81618106,5109015.67609796,28166717.9811654,99873.26040766,724367.230152605,146360038.559611,136430421.986108,174957784.589492,485357.318257584,947368.710662313,1098217.74579962,214220.02665945,6309588.31089953,148680.215955332,23047270.568726,573941.264990141,100610.273659958
P72 (F443),CHD,1034020.43385566,545205.67050207,538262.524083184,255190.392508986,682202.67544867,1956736.85913215,1814830.03166089,42007949.3350192,57159.089208435,359422.162526059,516799.904214903,944409.041172796,382439.017713071,9904.39913456631,51315402.3300433,281015.986046122,842685.607394325,641193.353352456,60614.1441446941,49369622.0450431,644444.745815182,28083.0250272107,62897.0937262638,556131.478143225,175012094.614625,41548739.3796917,41615225.3518635,7222778.88900169,7089623.50349622,495806.682016083,1926131.49504753,63180427.5060121,6773628.16070268,4041409.78891838,1608533.18638173,20124568.0716342,6742670.72239161,127939631.298038,68754.839399339,1656590.6426222,208735620.306847,171725873.888423,609722376.799999,725062.847037921,1576244.13676906,5389822.73364844,188947.531701692,356339.8219685,87781.1588061498,28603177.7079622,1247457.15251123,6428.38201904583
P73 (F444),CHD,72153.884036312,1363119.80829409,1752677.10349532,385624.625874481,471892.780291118,6611451.08430065,1473188.84877619,17215877.3727876,1744515.09427135,501571.370135393,375421.647668343,720055.758454679,365330.449166409,738785.736770992,31519211.3325382,362925.076981367,358168.27182139,488534.716711527,460369.992002598,46960438.9704852,230237.344517067,327394.419401851,193241.648262658,2927325.13114356,144911311.034721,48211782.5566032,15171343.7970849,5295483.64815082,2376310.1447379,396534.348919051,1394861.79492519,68682218.4785066,8547360.62015625,3145142.49119139,3060743.90635693,10737767.3751479,7590314.81567647,34215676.9861679,317299.225400863,3176777.68669972,149379611.820173,138750025.611669,212559125.074724,2044634.66155588,1410225.17474404,2390104.92013829,183411.178445484,12993893.6230579,261760.441046853,19838175.6277911,742910.722053234,143167.8972892
P74 (F445),CHD,146896.177827907,559424.190688889,1070877.37227322,306400.204681419,674959.331794766,5554353.33614556,1340240.0823773,25058645.178964,1572042.26761902,307282.279087957,695272.637593541,707157.062850038,269577.066586399,400459.109286598,37208169.3951491,304185.741880599,322846.915950218,766336.019516163,398487.982873017,36309300.3286001,352966.906786249,2362635.287663,440324.907719253,1054296.1549108,155092821.066195,40751714.5063076,23010582.6628003,1354374.67821369,996840.953413998,267355.773220541,844863.026882602,76101117.0631925,8133005.46256469,2897384.15010374,2701802.35852947,12005137.6108548,5453072.59846002,36814874.989368,144628.348346448,4190629.16561735,155183293.268813,149859250.902069,258409499.874432,1564734.64824099,1380827.04819549,252998.088761688,48042.4544658563,3485566.28902668,224257.129808043,35076645.1167314,472203.548883575,59759.8227887809
P75 (F446),CHD,72111.3900799834,2278295.48354534,724893.833956246,336040.803552846,781154.428996495,3157886.0032847,1221034.99202487,14497926.9925734,1009495.94885022,324410.835920148,522112.195325848,727927.792400282,260351.520900389,295883.861591394,11886997.4385654,343801.305015155,346306.7642098,617774.225583952,292666.127468633,59025772.1228266,306738.638547495,213478.531154852,420816.007101692,810033.630186423,166143779.974991,48109167.5000556,26266016.0249055,2372546.90545636,1260608.32992293,542697.250010059,607264.228877292,138385526.327185,7086660.58941952,3867266.28387577,2246458.10356237,12000453.4997252,8903601.92984596,6700255.83059391,91992.7961395611,1626589.93777525,113525932.419848,110584900.434067,37946113.090512,1046994.44513786,1282603.41039194,3516870.62661224,1317827.10316778,5118179.44960705,226807.303956886,28368658.3584069,473494.066832057,71526.8100599403
P76 (F447),CHD,469606.016485493,6808127.53610201,1837321.52762757,608552.88633423,569706.043840767,6264473.92232454,1363288.43557734,16157249.7806815,1312350.046854,366564.67571122,643396.666098541,831600.945910538,457442.145533558,398197.425820978,25556039.8835626,340565.55738076,148852.920865485,471960.010447499,444610.218569278,46249886.5354243,442025.668529913,2895161.63732485,138476.685410169,1308420.81668976,172216428.266291,39983211.6536851,20010427.983558,4899768.41684914,5961529.85457541,382384.504829032,1067382.06409452,101804505.001187,7878154.23805722,3393797.4837325,2500081.3468054,11440420.8167375,6854904.12117007,47380862.6580701,158484.249033305,3889036.44173588,147409599.082313,141351056.240211,217702147.583439,2197850.14776349,1477833.09082848,1600693.1951411,792732.995993319,11771518.2166855,166831.643634185,31343527.5722424,285496.863565796,111886.89264158
P77 (F448),CHD,559664.50971223,2500944.08421504,2679772.03583006,525167.621922109,635672.127618461,8337824.4772148,1786180.12252186,11313353.951302,3007061.34429254,377934.402055628,248788.344189898,732125.965654815,359758.886990593,678671.25789338,13348394.3282921,535451.059205377,265575.432558061,885458.21763301,353628.358377504,54459248.4008797,1056644.86287619,3880582.75831919,109618.73597817,1687184.60632929,221094473.588072,50571811.3073281,26644546.7317223,7076659.55213153,2650636.41055987,972001.694060489,1042328.74266605,75498337.2847254,5599139.43254499,4090132.58014289,3606346.3428317,17567091.6869747,8481087.10528405,5356788.2330112,205729.554169405,3899256.5685006,110693813.74511,122580682.037929,21535397.6271684,3121546.057049,1266850.00289508,1152903.46872353,228239.013605464,12098996.1618512,21663.3728552234,16943475.0331788,770047.580744365,118077.476840884
P78 (F449),CHD,354257.081559022,1690698.9061379,1725393.21952298,438299.009007941,572010.279228102,8489452.5863434,1489232.32318778,9770103.60340192,7780091.9984722,496934.655892657,575525.882772717,1164286.09135561,527374.062491656,1562352.9495766,14927283.2426076,485928.128906243,467457.052984462,784876.454606992,662439.360142049,41016120.3337499,870260.543285793,3044446.40764531,376323.183593072,2492258.43874179,158239282.769092,65307283.1459857,22951623.51495,3780294.9962596,722637.104623765,873232.346311765,748183.197859067,97345198.1150512,9440836.47178524,4452126.13645009,3955016.15058265,13485301.6941428,6939503.20548537,10228721.2552971,191708.866189677,3729459.05019212,105575665.604771,102271040.759641,43788883.8573723,2631562.24207262,1969910.9161753,744383.295701759,22689.0515968829,22357853.0905777,123099.565049225,29296783.1451846,708499.540075868,245373.935880692
P79 (F450),CHD,1162080.7062283,1539748.87585142,2479476.02919659,629165.836999252,612526.804761578,3981248.6807367,1418043.73170465,13567701.8430315,8478811.39538592,419398.828252436,537711.172062467,1031162.39774831,414913.79662859,1581430.33544594,26023812.814342,352636.976510684,559489.552762463,1328834.61197537,586607.358199051,40385810.1779904,409677.943222209,297243.93699607,269522.347809883,1456089.78609178,140601611.132556,48775623.6070749,14504911.6048955,1305662.36287498,584747.533009147,686165.839724289,602921.8025937,85589404.2952191,9127223.31103311,4337024.38521549,3446903.83818025,10215152.7687935,6169357.16007877,12616921.8188871,180980.325414591,1014369.69776675,125684872.376748,117089995.625726,96623731.8974636,2565281.63951547,1862559.10901125,561025.076692181,147844.140116855,13332355.1876484,135416.59693583,28313357.9607241,413307.012905207,120555.334576188
P80 (F451),CHD,327603.452434836,3936146.1642826,3652157.01889168,1847961.43906406,1368924.69423624,5779445.89982818,1597191.34101625,11308082.2686098,17579577.8044226,439532.108867095,632363.046887152,860182.16608883,359845.626920786,3367632.90718202,18467765.1254159,464899.424832362,447924.960289862,1367357.99194463,1050288.30625384,45231031.176099,578235.613886197,878325.285525526,410878.176449445,1897168.81166364,159188759.058851,52598855.7738139,33116625.6267075,5538560.45263283,3662434.00270448,577941.36706911,1449196.15437078,96936517.8393929,13934067.7543607,3402583.97762412,2885291.10400409,16140146.9794923,7198723.94390813,17828222.0686976,140565.653449135,2688251.07969723,128296856.821216,127281407.013915,96794373.6324445,2212730.51160148,1698190.57419542,4172228.2621802,94987.2468546085,16515699.8480704,147734.015833311,29035785.6967514,1004733.41062383,350811.398835799
P81 (F452),CHD,66671.7376537021,1365348.13337114,938083.151089975,328747.061321232,435606.394806987,4790718.26266335,1192943.978812,14137035.8726191,2376298.14251561,176725.127646385,471264.918185019,527421.288384079,280936.253430076,684775.948724047,12820550.8568732,97824.975397529,123156.640952909,654606.378587289,301842.972584293,11478272.7169627,451405.598579636,1847008.49522715,117247.651610779,1474667.42551712,308961337.787242,28383535.3584444,10723146.1241931,2849785.66969496,1717070.05894478,365700.851323918,29570601.8063425,84430860.9277892,3912839.65777172,2432804.52052977,2149886.64805272,7028991.31952818,2179425.27491255,13256123.3005795,97582.3950064049,2106442.46386308,128007994.65991,124041704.467143,78318392.8805102,947262.594021679,1008249.60852465,620628.132677575,68712.8370713798,6610062.4816131,56674.337576456,28673328.7434518,1443057.36750504,135453.616347664
P82 (F453),CHD,225343.118546721,822853.55385277,846287.332173506,122811.350556389,301278.989285487,1905712.72275288,1599592.87887894,24110878.3904416,282819.362496199,72145.6410719643,170228.969562639,270193.464655887,81771.8568965209,61874.9913912687,7057634.18803928,47955.0628657026,256619.401543962,253245.201060798,118825.174176165,17859841.6498113,26459.057064006,19319.9210253386,31184.5112075393,251638.54857553,129940096.313791,16492951.8936549,7280229.43639289,194160.439487665,101299.325557429,219940.585903631,369382.711283093,66545982.2713078,4497867.13698305,2677708.48656937,848667.90634939,3820621.17127033,3154837.01694207,6670820.86468015,61733.5306572472,618434.538112496,139768124.889949,113346327.690585,54561219.193067,419503.669147862,521452.426450113,77702.1811580403,10471.753427832,2302187.42803696,21522.8571676396,11285952.5049935,7509625.41537716,47295.5457645939
P83 (F454),CHD,145360.747717252,847225.651713936,657119.322047299,138809.201110168,228357.495384152,990308.964469711,1240355.60334764,10003654.5848088,839354.165875922,68354.1884662731,298187.512679182,359323.017604583,156074.393781281,229156.441010022,7466595.9350457,192069.19692513,100171.322261922,235485.919916499,163849.439568949,34375776.5539178,255797.723099291,397746.922399469,128978.567545413,345606.125296585,145458204.468726,17928653.5554435,6699198.58002088,1179594.31022706,1113976.75594783,311492.15892026,242793.611481364,76503291.0460115,3153789.62165211,3356939.49247168,1099710.80210774,5023364.80349648,5904733.64767937,3255850.94014983,123184.315629312,1497998.38352001,96249548.9130816,93872559.6576616,26291855.4881591,1434186.10394815,597528.467870995,206112.426781628,43995.8177140119,6244255.64491386,33553.0400950892,16554649.8915298,2278053.69955261,49333.9052310084
