,Class,"1,7-Dimethyluric acid",16alpha-hydroxydehydroepiandrosterone 3-sulfate,"3a,7a-Dihydroxycholanoic acid","3beta,7alpha-Dihydroxy-5-cholestenoate",3-Hydroxyvaleric acid,3-Indoxyl sulphate,3-oxopalmitic acid,4-Hydroxybutyric acid (GHB),5a-Dihydrotestosterone sulfate,5-Hydroxy-DL-tryptophan,5-hydroxyisouric acid,Ac-Ala-OH,Aminoadipic acid,Androsterone sulfate,Arachidonic acid,Aspartylglucosamine,Bilirubin,Caproylglycine,Cortisone,D-(+)-Glucose,D(+)-Phenyllactic acid,Deoxycholic Acid,Deoxyguanosine diphosphate (dGDP),dl-3-Indolelactic acid,DL-Lactic Acid,DL-Tryptophan,D-Tyrosine,Glycochenodeoxycholic acid,Glycocholic acid,Gly-His,Hypoxanthin,Isocitric acid,L-(-)-Threonine,L-(+)-Alanine,Linoleamide,L-Phenylalanine,Malondialdehyde,Myristoleic acid,N-2-Acetyl-L-ornithine,N-Phenylacetylglutamine,Oleic Acid,Palmitic Acid,Palmitoleic acid,palmitoleoyl ethanolamide,Pseudouridine,Taurochenodeoxycholic Acid,Taurohyocholic acid,Testosterone sulfate,tyr-thr,Uric Acid,Urocanic acid,β-Estradiol
CTRL33 (F282),CTRL,29944.8469605279,1360492.20943599,610727.284586717,417355.155353986,1672421.23371443,4771822.70187798,856731.892178016,14859238.8696541,3177219.70998039,272555.036593062,755790.996311989,903389.115042314,395113.559856618,746499.968581198,12868833.4735354,255589.205352711,676170.145875518,573081.761084535,475054.481215017,36938192.9063138,598860.322250498,1026751.47990323,1603968.97919985,1770995.66655842,156918565.415569,55568870.3265906,38601687.6209027,1628841.52941623,497047.241616105,387142.163795105,751314.05630967,99911092.4177073,8042551.99138572,5781033.4999684,63478.5153927878,17979747.4268059,7437443.54759299,8467689.0341798,422941.527369068,4993269.13539143,109717679.801467,88775004.8562624,23663993.7505488,15468.2197742518,1748574.345745,379312.015911636,66061.5053483855,6680782.43549051,202996.034168336,39577928.828305,438336.011249125,180622.32565666
CTRL34 (F283),CTRL,523927.80316317,2340375.33502301,620491.017523437,485536.098355229,1712157.52694164,4807824.85635379,906090.574538944,13637900.4002244,8823520.6239279,166290.662244842,660200.841955695,707223.703782419,308398.29736375,1128404.71694465,10572565.8646011,379784.989308951,125066.1388134,820862.152813985,347877.544737942,47353039.7753176,1597242.80240006,1505969.51799979,150033.884837419,1658010.62759142,172355640.769895,35918191.1721851,22715378.2828811,1183725.76180917,796849.727024368,1051757.4926416,460122.825421077,97314119.6656745,8389404.04132162,3935756.9294485,1054491.88898375,12653152.5370625,9193717.60554281,7171184.29596109,185666.898976353,1714645.92081698,106103445.44259,94699717.5951823,36502658.2277497,214561.254010309,1626460.17286216,206288.329030586,12438.1328005507,12434360.762543,98080.2862740279,36371600.9968411,383915.840082779,276041.870611558
CTRL35 (F284),CTRL,344837.85447312,1883116.18577106,836412.950801675,351242.150402462,1188131.13584876,7124303.21197739,1088247.60760318,7335819.73913074,2452874.12811776,148091.703295901,510393.628938912,740924.277246682,308868.658932534,685694.714322627,8322579.63910908,281014.063465396,150284.025859555,938615.867007581,295166.811448465,39384553.8290001,484925.452302418,523780.987395821,267913.803683979,877433.660893733,143804203.844619,37131115.259982,17796593.4927011,3016399.69399949,1055513.14653121,973608.389620468,1979599.66375952,91923641.8817229,7333291.16061314,4128802.60804787,688574.868231723,9069149.58814824,8254280.59622633,2139143.28580833,95543.6213701448,2755948.15143775,86883298.7439201,80778860.2941172,11969224.4053324,667055.613481477,1389198.4493618,750334.423843844,65806.646767984,6547644.28341853,32292.5940067735,28926457.8666485,2291652.34860377,155340.209529445
CTRL36 (F285),CTRL,620121.406351756,1133399.96286182,838605.288963808,256478.148432631,784775.690328795,7711794.10250502,1134801.30979303,8755116.94534192,288942.322603812,167465.908766535,444801.74376517,547825.399672669,213615.943142557,99533.9607693757,9150371.00450688,256026.438209617,425433.906719769,881330.923408109,313353.885819575,42184275.0600954,548664.745874533,419865.313342287,243449.310508075,874244.990423055,147380646.09861,31093398.8838557,16245502.8168542,2135183.60665159,2461914.83406566,563637.727620597,585893.842356191,82265400.6731697,6694572.22480619,3357094.89771103,777494.265595449,10448637.0114912,8272973.81139387,2672205.43970278,220347.667251181,4006352.71222687,96234037.11255,94485177.8081865,26991650.960138,590999.558539653,1137048.96191946,1387639.79262792,350887.097474147,1649191.9235402,70702.9934535804,26338495.5124242,308294.671313638,213058.973304874
CTRL37 (F286),CTRL,58657.5067545521,3177285.45171076,1183422.4044865,798250.054209687,1469964.86536377,2842810.61582626,956525.699578787,5623382.8532796,4336012.91000735,560792.702929253,586790.504223179,758204.594684234,352778.523565879,1189759.73723146,3006067.01328465,300906.578119623,83837.7958683654,991879.661238947,404598.397996342,35108321.9507398,507425.657297016,172802.813827433,145514.148793789,1372001.29351797,124851755.028721,62078966.8206306,26855492.0728167,1437183.37859673,1020390.10942985,354874.684489323,283698.987125748,74781599.8461179,5884257.23612662,4133592.73108943,453533.284039458,14693075.1361621,7423594.15396411,791148.997480842,232548.807909051,1674056.42718215,51700229.2193179,71158236.9344143,5875769.17293104,775877.33535674,1584137.46324833,259316.978946598,155385.800085978,23246963.5477464,55854.8456875536,31713110.8885785,497495.30912054,197720.509331411
CTRL38 (F287),CTRL,418881.738925141,3297384.23370297,685581.143716193,425821.62964581,1226376.38077713,2689601.21751386,1455037.03496023,4980165.45693935,249293.053894558,159029.895590857,410696.413985601,824530.724848721,349888.882850614,73726.7598101643,5416562.20592267,275513.938515861,135166.866279462,3110404.06031773,280746.448731819,41162491.2667404,423790.225231433,384504.054548334,67963.9086295277,883148.950859879,172863867.416095,35731353.9048101,17246029.7697012,3041000.31106455,2478838.72184646,365801.300123685,1150075.81606092,76622930.4519543,4589199.32816445,3282921.95155151,575987.245254431,9700756.34170655,8369432.01557315,1213635.32178653,79388.8172964375,1164081.13646656,28002290.0511366,63943393.9908781,6176973.84136659,1022698.11786329,1658041.36916775,825913.650029424,664661.052107357,3627221.1591302,108805.364093616,23921026.8009239,475522.329958325,75608.5257562033
CTRL39 (F288),CTRL,475707.349913734,1767375.45082625,725685.493086004,248924.476473578,1380622.48177331,5114721.11307004,1189121.85482168,10067625.3889265,1615169.23136459,232438.628649305,649861.124553073,659156.351829658,300200.66350716,360492.678547847,12912760.6933623,338445.597406386,243789.601299339,1018423.68173901,228502.220252583,42360968.5247986,452401.819506981,1451634.36026176,225289.502198976,836339.009996089,167030335.933564,60515472.7677737,28668982.4266511,4200315.901053,2061457.46667277,1001077.19768031,1423860.10749218,76687448.6455646,7250981.55576205,3855911.77847803,645723.67308029,11246189.9811143,8410654.91548719,7989336.03931936,182344.100542969,684766.042899852,109144482.172976,96719343.7861029,27080917.9256805,712616.42472332,1372528.99965371,3915655.65877393,37482.1436487887,2627291.59761634,65159.0699949024,35737719.1550464,941071.717645645,127992.593005097
CTRL40 (F289),CTRL,424297.620101589,4986235.18611738,1355299.24845281,786426.40952187,1246118.60081997,8617963.53339578,1169017.14505943,23230828.9854333,1340130.88544362,321805.504649304,636038.02008494,572472.752895669,264371.667831744,417742.800784525,21694611.7838368,251808.357146277,394489.321320809,1051728.37751846,602556.954079728,33648162.7484112,364702.360162963,1323902.05459213,267119.882095169,783148.877509655,184028799.9895,45199630.0992244,25488398.3995504,422277.851368265,509548.879339187,661442.869805867,1712073.81514414,79261931.8460157,5699099.40217744,3325187.43559561,332638.587082212,12220735.719744,7046536.92792729,21249313.3727396,70809.3619843119,3676466.70704306,146852889.102129,110227749.260366,159551143.008093,583577.641108725,1627473.20812543,114116.550900605,62755.4807706352,11223528.7912486,146601.399000874,37088576.0266088,666503.283214127,204791.119500187
CTRL41 (F290),CTRL,510989.494633831,2961675.8754664,1679733.51060445,487499.247779727,1158545.67100822,7978410.94698131,931461.365733294,17925816.5420547,776356.674461881,263591.48666265,416640.141391869,723885.270488003,333360.227818762,237651.04960018,15571294.2718851,186048.052613611,260257.434428453,1483511.25944467,236975.956331639,30509536.6834186,493817.851933526,1651497.82526254,504902.400261573,778909.378103905,107034992.069095,30094672.081033,16550763.9911212,1611084.54955138,409220.349775512,710022.628547495,587309.074937073,86882655.6797287,6041906.87313388,2532467.17290381,34155.1541836754,8741633.19640046,6471743.87860628,13572740.0853004,161766.748893587,4057212.17505243,130218507.335399,97691545.8814892,113703552.761889,14874.8312395691,1499248.76623739,296749.496253262,144830.502364984,10451417.4030786,85804.6246555003,24124530.3701082,521138.524587225,134618.953958876
CTRL42 (F291),CTRL,89840.7120664743,1177093.15666011,1029546.56437418,304821.108220268,1297664.26266893,3611055.26257625,824763.741653949,13361133.317267,1076060.33807896,395896.126906579,588020.628602641,834326.329020688,378932.948132997,201017.011853348,7186527.87743144,366748.574189595,116608.52289439,456921.885302991,210249.834260184,36712943.8392747,578911.220487777,1363563.97661106,690693.127757119,1251816.67309367,126169704.466146,56438733.2050001,34355927.1359438,1376281.76649409,522138.786839289,219684.505144826,1578067.11939882,100544312.952429,7836562.21289428,5721362.74052202,42367.7768099337,15205868.8107532,7670880.8054694,4414161.33946706,167523.409967489,1482252.13095367,85045886.5742494,81537423.257001,27408694.1571264,17094.5276259026,1347445.5435525,288917.360502152,121266.910471874,4994598.9333236,124120.70903751,34753550.2829717,632002.154854139,100616.116746905
CTRL43 (F292),CTRL,138547.360406442,1460568.63314961,953952.198445429,494815.124056416,830613.667039492,5777024.67587419,1375348.19644505,7273581.14955434,2780120.49245349,478183.776041458,483329.648212175,794408.332759054,366166.473359413,915990.267070496,7842719.2206046,249038.275213158,121583.723923897,477071.339062478,261614.646165306,34370901.8829165,344180.299884135,1632124.15624415,649496.793037527,1403295.47935582,135225649.475728,53120870.3730277,21673056.4730559,1221542.99929032,399151.436369877,463933.1985922,667378.980900901,74401460.9322243,5376882.94540036,3202241.86282737,29120.284704952,11718364.9519622,7416140.22152713,3359382.30742674,212216.43606935,2150235.03842186,69507509.0763632,72820885.4547831,13601060.4478382,16226.0785524143,1381759.594068,145259.374231035,111298.378180312,9732030.10155701,196359.098918045,27547868.0268476,475623.487344961,101505.033941521
CTRL44 (F293),CTRL,220186.734881533,3439612.12187749,2064079.55454466,552989.439807,2143530.31544687,5644970.95948884,1092723.06868701,12075711.1765122,1208228.10679409,310233.376497436,688791.977322394,928661.656260478,477791.208292889,354364.349697959,15064343.1520516,341405.564749781,97798.8876770385,626666.597033992,298917.286276525,45044629.6200153,612760.46990265,532102.81325945,220360.523899178,1900295.18841916,189872964.676818,56122011.3788576,26973531.681746,1765162.81869921,581725.982215755,296454.546204586,1604795.21120579,62741492.6402338,6605007.53223438,3647599.47946309,32203.052180509,13908589.2034292,8728140.05019902,4832989.3688126,338491.347122232,2063714.04064677,119564035.971082,99192990.8394705,35069954.5159953,40221.9748388782,1766367.24907728,577536.027944135,78984.010895786,15617803.1598068,205036.693909141,38995061.5670947,887607.456797033,201227.203223687
CTRL45 (F294),CTRL,639901.495052749,1864688.71403569,1135578.5642861,421637.365172895,1399755.60701707,4281800.58915402,943113.349217104,10468121.0535569,1841473.83412027,263969.03110944,384552.249261126,697907.840941543,257269.326663458,451945.345416264,7017149.01146179,311298.693318128,297951.543305168,563055.173175855,151133.405053321,34639634.0998197,652872.042202542,432880.620861959,262234.731443919,911682.806503827,140237792.357522,42153215.4796627,21631443.5671634,1515159.86899056,1068294.38495466,670622.321226416,393813.373441505,98564477.2721238,6893580.12957383,2793317.91281856,208108.431246595,14322745.1799335,7570885.20201667,2909792.96763549,236817.376757376,2179219.15533223,91132299.9789102,73436962.5553776,18019166.9495227,212546.061701021,1417219.1823051,772243.959402416,211690.072942596,8304881.24990208,152364.233329603,22605803.3315984,413747.20880064,91806.4920824244
CTRL46_00 (F295),CTRL,943077.431769913,1154737.59472248,1755137.65945091,263195.225244397,1483654.63407139,4877813.54683658,1142265.91231324,11512621.3213797,1498299.12078519,423279.31961796,639300.711662576,744841.623521478,363262.841278356,408371.661467977,9041624.89402584,201291.403900353,235546.492113896,1211360.10300007,224090.595033027,35971845.8565307,618937.239782065,18163.3441682256,168200.479497606,941190.059955084,115329925.623497,34204293.6372063,17148827.7498696,417634.568404314,447836.718352089,1145287.55196824,674125.573613465,71098743.0343867,3824918.79641801,1699678.02567909,134382.350096631,15815036.9251773,7495122.10515215,10912469.7349448,323496.671308585,2319184.04677794,108312785.421043,86268700.832548,51885240.7312476,150923.732770135,1713117.76147575,302387.034996788,11086.7216598967,4196573.61971146,152328.137146881,34636544.8724182,537787.307551472,123488.280872785
CTRL47 (F297),CTRL,230221.323689938,1314403.97730471,1674276.04925886,397738.276564595,1004231.27617935,6771372.46245003,1113530.7729809,12743249.4276033,3059228.91684195,598718.081398056,542486.786797703,791481.247191941,573049.317008246,785568.830782497,16457312.9463823,366830.43437117,200861.833545831,1184639.2784849,316404.390021807,35109680.3195855,428199.120563729,1174263.54863692,56279.0298431699,1180532.78170919,107552697.714793,47936970.4214221,22261814.8003806,1492180.47403996,537684.749639461,611822.969304473,133131.012081199,94464800.2012963,6661980.34711559,3279751.55910232,1559191.77855871,15922927.5610234,7525822.5664463,11585409.7711336,705716.786418532,4371124.04861033,121220122.091315,99068941.269334,50681219.2884465,530290.245029995,1664888.70398535,504228.051891921,162453.417088935,24438882.0630279,137269.095497596,30321217.9232285,540878.532375651,196761.289329507
CTRL48 (F298),CTRL,342644.875932767,786597.936992491,693031.739178478,314265.978262115,947435.141868476,2601877.91305088,1045189.37775065,9571025.09256454,1029014.43348674,328084.811586428,479216.836833936,813239.367963172,372454.201574829,282582.144589219,13179238.7815395,343583.901111394,272043.702231935,846104.595174844,208166.523665679,47376648.0491395,446478.315514477,21434.2423069498,120232.95957532,730282.857680572,141029302.57469,41193483.7586763,24608401.2302889,8790402.93776467,2703305.23390941,1276238.7310361,376279.123056755,98059821.3315125,4205522.41767001,3552545.99101032,1262830.91777095,13369027.2110969,9322844.61243033,5955061.42055857,268357.794139657,1581339.28921018,116203643.398628,96961361.9425318,43654904.0041961,393841.475623907,1375124.15515574,925818.410425354,5571.96164837197,5474387.10422569,32545.5639390727,25643571.7007609,382581.331897062,77007.166177518
CTRL49_00 (F299),CTRL,160573.343330712,1832070.56487214,999264.340344503,194181.444143929,1415020.19957043,4376959.06594947,1007061.10953757,5887907.41236199,775278.002706053,413946.773965698,465742.894185097,508615.252637093,230526.063758394,181010.855992783,4951727.94675659,444567.104134863,176456.929362465,827795.476532641,232471.467848703,37187812.8274513,1264117.98952317,788962.113103301,186150.753045601,1023345.47192373,114076799.577226,58966334.6275621,40084800.1396187,1553232.57815554,438342.335322879,211977.368980857,377163.979698089,88073551.3361146,9347535.55310705,4521093.57345994,415346.549589392,16881252.0925203,7835856.64827009,984915.89451422,162236.290380821,2015117.91302813,34393914.2972929,55952523.9022869,4350231.1293205,326147.830403997,1240661.23364334,716511.278455284,234062.060430377,5833305.05003216,181128.940810991,28043774.9911635,573268.195997037,84341.4941923797
CTRL50 (F301),CTRL,284701.656484817,1884144.57422881,867524.028900007,483955.638659646,1003890.01329047,3831677.22702021,891346.371941476,8795153.044276,1932456.13012803,312906.410207017,428409.527003321,547725.035010256,194842.608277863,729720.232275042,5353205.33720908,352834.484279581,98035.426821129,1562065.52183906,149954.428912905,45525024.2413641,340568.204375317,1566700.07180003,48290.5484573436,600033.910434179,140339606.035461,43200500.3948843,16122109.3631647,1844151.81729734,1263934.36882076,418262.602732661,1248849.76461364,85220417.3971465,6721932.60516698,4100691.03418879,370761.220011681,9698094.55483469,8701636.80721735,6437698.27961189,264238.865856289,1552998.13949323,75750068.3933058,73279438.3680556,13651236.1969381,432133.37503103,1052243.96889567,686514.911879255,273922.608030378,13960789.6945698,102651.71229482,22800644.0157346,651377.345199369,115838.632484116
CTRL51 (F302),CTRL,169597.825759506,1281238.78689605,1161743.59128899,492355.464670393,1184685.16373571,5658595.11368005,1360026.4797982,5023295.153721,1828006.86255045,523445.855956675,507733.276265116,690361.909273363,277773.057738743,438500.342829017,5765295.73897246,330790.771239587,145012.160658815,1219087.91011364,280415.711868646,43201689.1421954,838720.765928796,1405899.36892347,1021935.06820273,984106.709002014,142342258.861725,47307254.4843489,28185261.5620208,1514894.50185727,861085.828803659,999059.56458614,286878.592573157,88646192.7720812,6291368.82048858,4167834.08113018,32263.979214448,19395100.5358313,8106651.96227488,3254250.68147533,211306.800154066,4530805.62314373,39854463.9419284,65300629.2098451,8556463.48268695,27261.9515872243,1347600.35347571,312739.152087866,166922.718376962,7120711.25139721,36056.5704396401,28606467.1600567,403416.265407422,92550.2001560619
CTRL52 (F303),CTRL,44096.296962215,2792613.40840298,1244891.84036815,569877.592029865,1327185.35378284,3990981.54252348,1181815.84164712,16023110.0947767,664594.237176627,478572.490140673,537145.160456725,998302.260574265,378644.603533928,170744.766546641,15132029.2219916,383134.003837315,151887.219982204,927971.270497148,408947.458574719,48493401.6225839,513404.254078186,23000.0922192956,401178.455231345,1846959.21277256,137791896.481432,53982992.441824,19435119.9257407,1835525.17233387,791283.063199691,537126.35609065,1825270.03570091,109167976.051379,7378441.65497764,3020623.91708954,38730.3804661915,15589123.9674707,8421197.42610407,17239029.4224007,358796.890495087,1300610.37303922,107048507.411666,94635315.3288067,94866395.2072681,17114.8339309974,2123032.66742696,538025.717617823,13106.9528993363,7345757.31900388,276888.155207839,28489404.5249952,821794.504604048,145217.900595757
CTRL53 (F304),CTRL,823999.75949167,2563998.20164475,1456569.87094521,477850.581390895,1498031.41750745,7248539.39663001,1108554.3593007,16046168.1457537,1435668.9762357,253284.82754804,920742.174637801,1036353.6294615,371766.431050127,354737.219890936,8281804.78653143,444583.039416441,212298.256649721,886332.818861752,608433.917091278,67808674.5628888,495825.436921151,1247920.21990825,684721.757505733,2325775.93256847,206365645.224401,54153249.9747773,22624702.8615692,1963461.48257563,1251304.83145579,1611624.76458876,989362.262185479,105920655.20393,5930304.89958053,3645864.08974203,32274.1341566497,12659650.2820323,11155981.3250875,1714056.84716344,437335.53195096,2154974.62044873,55124657.0718248,68687908.3968664,6339280.58518569,36271.0810052084,1704017.57389056,1672965.2942638,444579.328661539,10831789.7619123,162777.309221135,43903268.9655223,283862.609828762,213801.544051456
CTRL54 (F305),CTRL,374272.550764622,4054512.71916345,1137331.01084423,1224133.47071195,1483066.91653019,11489888.7382006,1178086.69984936,16821435.0842281,10772196.2348394,303706.294308152,673318.668410391,951901.333624805,487545.155886976,3273190.50778181,9825480.71699614,514987.937103977,185952.410378511,854488.482730165,498179.82440799,65690790.9461529,728467.844369258,1947850.45065897,1161743.32518095,1305464.29421726,186924126.772714,42638440.7826595,22019128.533127,4093492.69048928,1822666.72946228,814790.238438157,797464.546732226,150396575.609634,6784494.86634097,5029514.90181204,34879.818844181,15570380.0132089,10594097.1159203,5764547.80229496,266261.994858342,5759091.58369292,80337586.998169,83017642.1134079,28502255.7585133,41887.0704312427,1885024.62553956,879868.146879226,49373.9007167959,31722688.8765242,285031.423010494,37371334.0818321,384380.183406316,204711.376893357
CTRL55 (F306),CTRL,168019.594015077,5255642.70587922,1217354.95540056,1076814.80291666,1567293.12611406,14664534.8023666,1153955.43846518,20103411.4490104,999852.815356912,242385.87220861,738337.899958038,601015.41112404,284430.962104183,194164.423138073,13785099.297642,372071.064208407,202860.964111479,1241393.43075175,528391.094728616,46819044.9041944,286680.872795094,2460530.42818804,1572798.68688508,2018417.66462947,134741209.197156,50624647.3832927,20798217.3132835,1256327.97819863,1786505.34190333,476191.369687052,551385.852356526,116978810.463237,9278709.23902752,3194165.31668838,41519.6804925249,12773595.8546609,8199560.645434,13617243.0503896,114491.43604298,4947380.40082727,124647616.733078,119206250.761233,102270216.350741,64012.411694462,1836975.50461187,379899.214001863,442255.45144359,7671843.4472046,153302.229830096,38027288.4313534,215517.891989217,237630.77441861
CTRL56 (F307),CTRL,71534.0252523286,2146193.95518187,1266598.94511,531991.785476482,1192992.72628398,6945235.26685731,821177.755275732,8515934.98769145,763596.7253417,291846.079777892,772364.158853241,707484.230554124,344622.302008504,232844.772055731,5579403.25835286,261871.745920536,265136.315454474,1204774.34200478,672776.173974303,35410852.066601,389528.088583417,192977.935138375,518990.411780613,1128383.36999581,132182688.430366,32850942.7624734,21495469.0906157,30082592.3838895,26459441.4452263,621980.061965071,1275224.93673772,115139899.915949,7232233.30091018,4923297.20230948,40049.1889449612,12273097.1593002,6274480.44321847,5270745.77487239,864458.158651385,7004509.22729084,112056058.930369,86509074.6362866,26871578.4773995,17420.3322006671,1677398.8998928,35128871.2248694,1877855.08257844,3139340.56742574,37533.5801994573,41025830.0419023,436359.559035825,214272.475616706
CTRL57 (F308),CTRL,74102.3700876122,2010685.67195572,3105801.54258917,246995.210120995,684977.833943377,5019826.96344571,988091.577433453,5699418.66439728,967896.892002905,415544.984361102,435889.435558946,903983.421564455,408195.903205709,266414.908889554,12513720.8917702,264981.619283885,760063.427831602,760708.415900494,282263.645199152,37578458.6413932,608633.987967273,1184285.89053244,466574.962909588,2346445.54773667,113876747.92259,60769809.6612617,21923030.1134833,758052.011132039,168062.310998395,434805.969773087,551999.874567349,84924607.2080024,9700817.97299755,3684503.16796461,34537.1242056498,12084817.03022,6469212.20503265,8165543.16245473,124039.588633299,2639168.11951367,96977789.2752874,77177018.9961409,46783326.5362858,43125.1285442449,1639700.40464732,59658.627262522,112466.102573195,7287763.75595384,104700.525808901,24022499.2000687,506854.635620994,26184.8016765051
CTRL58 (F309),CTRL,142790.234460349,1298480.33825381,2019663.85954598,338088.222595904,874631.12972808,5792799.8301939,1247614.43071033,4947031.21897214,2682342.40857327,228647.84603915,345019.860018307,620330.548931991,167088.329442279,618248.050064113,6535756.38281457,369611.097396672,144355.459629552,1494316.29579422,331018.764168588,43223412.1310735,365601.647296998,1269115.74917367,664550.854835012,970671.497669164,155397595.982608,35191552.6370194,17672407.0555861,6199797.72286845,3685064.62906974,146360.452702976,489186.403432824,81366692.7441141,6667060.30887213,4070453.18425831,34943.9675818851,8162416.7253242,7212131.40661574,1693618.1723864,102904.837863036,1021252.73830288,40457189.4002751,72467619.4888852,5925726.25275936,49394.4762927437,1069818.06457906,1147241.52623346,21588.7010035609,4979621.54945684,77038.3974228132,20238816.4589904,493929.984575434,125713.261387225
CTRL59 (F310),CTRL,250645.921064411,1541263.26025533,1616267.63297503,528094.346802099,1105888.93358425,4374527.3971036,1516047.25797443,11481507.9948409,4678310.02057633,306598.272230896,376697.711485411,653873.280902622,292741.951664705,639599.413360295,11677276.085066,381328.691664064,166798.36675065,1804067.55118704,695999.264379046,37844733.2988317,410584.68248087,1565715.88257988,2049427.23224826,1293046.05345998,199179870.990076,43815071.7177063,22885523.8060397,2802022.75193328,1161118.772412,476874.165969294,1046717.69222019,109767030.280112,6759492.08447475,4348975.62592307,49624.4533253137,12272875.5007755,6680554.90844763,24768077.2167008,120956.50846332,2873168.45298496,111080721.569767,113416631.645667,83619717.9389835,52158.0266358627,1342618.33739957,670197.88958108,21823.8263007806,9026403.08866722,110185.180361771,21873726.1503799,841192.755392433,372791.533090592
CTRL60 (F311),CTRL,975542.598718839,2737942.8073336,1654390.6981606,651038.29895081,707652.176948835,11931050.4734203,1260221.55757059,6325471.68702449,1119252.78281578,515799.313916332,520872.685872281,801333.351547151,290358.954619353,406805.905593775,11962511.8429437,304447.182302171,120937.738905481,1960950.9905718,422612.636988847,41933109.2877996,1182792.1977969,3161069.63391954,659728.818445755,1430749.38902773,121288525.339143,54277803.0871359,17994350.5046897,2012824.68357622,1085130.97992555,907928.421298373,1701210.61488184,98245313.6787558,6801214.41342203,3223315.24184465,35033.5755921339,17157911.6716409,6798033.88529339,2607089.2461525,210239.670742199,5072636.49105023,73987821.0848381,86954550.0309157,19521301.5358873,17823.53305902,1310467.63701151,574406.004880467,537207.888363623,7007777.2002414,150449.927847532,27925096.6812445,973985.968581589,124201.44323654
CTRL61 (F312),CTRL,1233888.15325672,3664310.10193672,1389076.45241136,1004535.69951432,1149844.52734508,8448757.42147895,1145063.48699557,14433397.8293425,2190098.14686642,425026.95832401,759041.245730731,1212412.62062812,518036.97240453,466876.560390923,31470330.2817645,326399.418842682,490723.382911677,803749.0898524,806696.542997664,40709013.9072414,765494.530026936,632865.898799887,451220.845612239,3424636.33335019,325252565.736929,57345693.2888923,31220375.5005435,1670892.36741001,1862452.3563711,1481092.14483872,1429662.92730736,106713194.950823,9191782.65129067,4027105.76284782,54624.2555754395,14464980.1073521,7127258.75701549,28133125.6022912,240068.313912403,3040522.83157173,149774894.36945,139252598.568729,215402181.268546,19974.7943623747,1938979.15472114,869075.679268004,160965.009332296,9081419.08283756,81209.5868784091,38733580.936891,1049238.51810305,359453.92855664
CTRL62 (F313),CTRL,1796404.31815055,1265367.52495737,1587259.3219318,693460.423386545,1120752.76463414,16751353.856423,2263431.44432378,5505340.52714333,3394871.32101861,896502.833687984,635392.51416757,1042915.70184794,393634.336836771,1486213.42877799,11121731.7738606,415624.197004985,498578.508381368,1221818.29939893,595973.47254982,38900010.3753186,786892.636434926,3708483.54161184,2297701.37573653,3173423.83177389,115994881.427931,82896327.4738033,36146138.34265,2829699.86673404,1127045.96280746,1737804.18792771,360982.955064439,105343373.910679,14609692.5878011,4400595.22953923,40796.9479909414,27505083.7274527,6746273.03889882,7088819.7326465,244736.12560856,10861030.2147767,80310965.8869361,94335259.4109925,27625011.2621777,59037.4046448742,1725508.26558313,494392.332235126,276030.920530608,9322297.89190498,53852.1729988804,34105308.1428251,633755.401136837,303891.405240428
CTRL63 (F314),CTRL,266550.700626218,2833363.77914694,3363623.4050382,1183525.99841356,1008206.25211624,5863811.80950517,1040289.73657412,14641920.8405859,4597220.32709265,449094.248042086,438755.321018463,777263.524321093,470031.483477746,1451543.02373434,26964957.0931969,347762.206507813,300081.647459493,537414.260178165,636331.765297029,39648413.1420751,312632.673681251,389608.490158443,396982.847738229,965205.464266113,138885454.247718,51363510.2258652,28449511.7508836,3815661.67804795,2283400.7563029,315033.812405389,1649940.99482134,84663148.498153,8160841.12030072,4786032.57607585,61687.3294684275,11159741.0560545,6474015.12717206,39624804.520553,350722.335228448,5612552.51439963,126091578.367489,122987532.421078,208085133.749351,53891.1657253205,1528815.65520819,2390517.07642677,144385.042347675,7504137.34492561,206240.613575807,24804569.8530934,2350945.74060887,179149.192428258
CTRL64 (F315),CTRL,1501140.02274153,2067271.07508049,2856296.22249362,693319.455477969,752893.012457486,5698620.73059042,1371402.60869558,46403663.8788029,1799299.24282877,223887.143311489,846089.368606172,1073720.06787895,516707.54229577,447951.873900726,38285995.5248284,353606.061947324,328607.752176213,2086719.41706697,758068.607255443,39428676.5965761,433109.569716858,171398.686783634,436749.466690329,1372768.85771135,173668833.270942,37843599.353425,15927710.1483069,367583.107035333,405716.259245987,1059852.1690057,710112.88570368,130144264.891303,5976698.79927807,2861285.6895362,54934.2323171781,9974355.81772516,5808549.04958038,21421423.4000429,184716.251157378,2995800.98545769,146171114.830291,138498792.00143,203517561.762763,19218.8849284603,2174441.38693524,668026.797869269,265514.202172784,5009192.36692032,152275.337061704,44842989.2296285,2281563.87113841,278334.581535779
